Totoro,Salmon Teriyaki,Grilled fresh salmon over seasonal vegetables topped with teriyaki sauce. with a bowl of rice.
Totoro,Ton Katsu,Deep-fried pork loin cutlets served with katsu sauce and a side of salad. with a bowl of rice.
Totoro,Chicken Katsu,Deep-fried chicken breast cutlets served with katsu sauce and a side of salad. with a bowl of rice.
Totoro,Fish Katsu,Deep-fried white fish cutlets served with tartar sauce and a side of salad. with a bowl of rice.
Totoro,Spicy Chicken BBQ,Chicken breast marinated in spicy sauce with steamed broccoli. with a bowl of rice.
Totoro,Shrimp and Vegetable Tempura,Deep-fried shrimp and seasonal vegetables served with tempura sauce. with a bowl of rice.
Totoro,Seafood Tempura,"An assortment of deep-fried seasonal seafood with scallop, calamari, crab and shrimp served with tempura sauce.With a bowl of rice."
Totoro,Vegetable Tempura,An assortment of deep-fried seasonal vegetables served with tempura sauce. with a bowl of rice. Vegetarian.
Totoro,Heart Attack/A,"Crispy deep-fried jalapeno peppers stuffed with cream cheese and spicy tuna served with eel sauce, mussel sauce and spicy sauce."
Totoro,Samurai/A,"Baked spicy crab salad, octopus and masago, clam, squid served with spicy mayo and eel sauce."
Totoro,Sashimi Sampler,6 pieces of chef's choice of fresh sashimi. Gluten free. Raw.
Totoro,Sushi Sampler,"4 pieces of chef's choice of fresh tuna, salmon, shrimp and red snapper. Gluten free. Raw."
Totoro,Tuna Tataki,"Lightly seared tuna on top of vegetables, topped with chef's special sauce. Raw."
Totoro,Smoked Salmon,"Smoked salmon, crab stick, avocado, radish sprouts and wrapped cucumber with vinegar sauce."
Totoro,Sunomono,Choice of protein with cucumber in vinegar dressing.
Totoro,Wakame Sunomono,Seaweed and cucumber in a vinegar dressing. Vegetarian. Gluten-free.
Totoro,Nabeyaki Udon,Noodles served with egg and a variety of Japanese vegetables in a hot broth and side shrimp tempura.
Totoro,Seafood Udon,Noodles served various seasonal seafood and vegetables in a hot broth.
Totoro,Spicy Yaki Udon,"Stir-fried noodles, chicken, shrimp and fresh vegetables with spicy mayo sauce served on a hot plate."
Totoro,Albacore Tuna,Bincho maguro. Gluten free.
Totoro,Sweet Shrimp,Ama ebi. Gluten free.
Totoro,Flying Fish Roe,Tobiko.
Totoro,Tuna,Maguro. Gluten free.
Totoro,Salmon,Sake. Gluten free.
Totoro,White Tuna,Shiro maguro. Gluten free.
Totoro,Mackerel,Saba. Gluten free.
Totoro,Squid,Ika. Gluten free.
Totoro,Yellowtail,Bamachi. Gluten free.
Totoro,Red Snapper,Izumi dai. Gluten free.
Totoro,Sea Urchin,Uni. Gluten free.
Totoro,Smelt Roe,Masago. Gluten free.
Totoro,Salmon Roe,Ikura. Gluten free.
Totoro,Scallop,Gluten free.
Totoro,Fatty Tuna,None
Totoro,Tofu Skin,Inari. Vegetarian.
Totoro,Crab Stick,Kani.
Totoro,Octopus,Take. Gluten free.
Totoro,Smoked Salmon,Gluten free.
Totoro,Cooked Shrimp,Ebi. Gluten free.
Totoro,River Eel,Unagi
Totoro,Surf Clam,Hokkikgai. Gluten free.
Totoro,Real Crab Stick,Snow crab reg.
Totoro,Egg,Tamago.
Totoro,Roll Combo A Plate,"Tuna, salmon and California roll. Raw."
Totoro,Roll Combo B Plate,"Eel, avocado, cucumber roll, tempura California roll and eel sauce. Raw."
Totoro,Vegetarian Combo Plate,AAC roll and sweet potato tempura roll / eel sauce.
Totoro,Spicy Combo Plate,"Dynamite with masago on top and spicy shrimp tempura (shrimp tempura, crab salad, and avocado / eel sauce, spicy mayo)."
Totoro,Sushi Regular,"An assortment of 7 pieces of nigiri, choice of salmon, tuna or California roll. Raw."
Totoro,Sushi Deluxe,"An assortment of 9 pieces of nigiri, choice of tuna, salmon or California roll. Raw."
Totoro,Sashimi Regular,An assortment of 14 pieces of fresh sashimi and s bowl of rice. Raw.
Totoro,Sashimi Deluxe Plate,An assortment of 20 pieces of fresh and a bowl of rice. Raw.
Totoro,Su-Sa Roll Combo,An assortment of 4 pieces of nigiri and 6 pieces of sashimi served with special cali roll. Raw.
Totoro,Sushi and Sashimi for 2 Plate,"an assortment of 7 pieces of nigiri, 14 pieces of sashimi and a choice of 2 regular rolls under $8.00Raw."
Totoro,Tuna Roll,Gluten free. Raw.
Totoro,Tuna and Avocado Roll,Gluten free. Raw.
Totoro,Spicy Tuna Roll,Spicy tuna and cucumber. Gluten free. Raw.
Totoro,Salmon Roll,Gluten free. Raw.
Totoro,Salmon and Avocado Roll,Gluten free. Raw.
Totoro,Spicy Salmon Roll,"Salmon and avocado, spicy mayo. Gluten free. Raw."
Totoro,Salmon Skin Roll,"Gobo, cucumber, asparagus, salmon skin and eel sauce."
Totoro,"Eel, Avocado and Cucumber Roll",Eel sauce.
Totoro,Yellowtail and Scallion Roll,Gluten free. Raw.
Totoro,California Roll,"Crab stick, avocado and cucumber."
Totoro,Special California Roll,Crab salad and avocado.
Totoro,Spicy California Roll,Special California roll (crab salad and avocado) and spicy mayo.
Totoro,Spicy Crunch California Roll,Special California roll (crab salad and avocado) with crunch on top and spicy mayo.
Totoro,Crunch Crunch Roll,"Shrimp tempura, crab stick, avocado with crunch on top and eel sauce."
Totoro,Shrimp Tempura Roll,"Shrimp tempura, crab salad, avocado, cucumber and eel sauce."
Totoro,Philadelphia Roll,"Smoked salmon, avocado, cream cheese and cucumber. Gluten free."
Totoro,Tempura Salmon Roll,"Deep fried cooked salmon, avocado and cream cheese, eel sauce."
Totoro,Tempura Eel Roll,Deep fried eel and avocado and eel sauce.
Totoro,Tempura California Roll,"Deep-fried crab salad and avocado, eel sauce."
Totoro,Tempura Philadelphia Roll,"Deep-fried smoked salmon, avocado, cream cheese and eel sauce."
Totoro,Dynamite Roll,"Special spicy chili and sesame salmon, avocado and scallion. Gluten free. Raw."
Totoro,Spicy White Tuna Roll,"Spicy chili white tuna masago, avocado and scallion. Gluten free. Raw."
Totoro,Spicy Scallop Roll,"Spicy mayo scallop, masago and scallop. Gluten free. Raw."
Totoro,Sassy,Smoked salmon &amp; shrimp. Gluten free.
Totoro,Avocado Roll,Gluten free.
Totoro,Asparagus Roll,Gluten free.
Totoro,AAC Roll,"Avocado, asparagus and cucumber. Vegetarian. Gluten free."
Totoro,A&amp;C Roll,Avocado and cucumber. Vegetarian. Gluten free.
Totoro,Natto and Scallion,Vegetarian.
Totoro,OMG Roll,"Deep-fried tofu skin, avocado, kampyo, cucumbers, jalapeno, shitake mushroom with spicy mayo,spicy sauce and eel sauce. Vegetarian."
Totoro,Pickled Radish Roll,Vegetarian. Gluten free.
Totoro,Plum Mint Roll,Vegetarian. Gluten free.
Totoro,Shitake Mushroom Roll,Vegetarian.
Totoro,Spicy Tempura Tofu Roll,"Deep fried tofu, scallion, spicy mayo. Vegetarian. Gluten free."
Totoro,Summer Roll,"Lettuce, avocado, carrot, radish, asparagus, kampyo, cucumber, red cabbage, rice paper, sweet ponzu sauce. Vegetarian."
Totoro,Tango Roll,"Deep fried avocado, cucumber, bell pepper with cream cheese and sliced jalapeno on top, spicy mayo, spicy sauce and mussel sauce. Vegetarian."
Totoro,Veggie Roll,"Lettuce, avocado, carrot, radish, asparagus, kampyo, cucumber, red cabbage. Vegetarian."
Totoro,Veggie California Roll,"Avocado, cucumber, and bell pepper. Vegetarian. Gluten free."
Totoro,Veggie Caterpillar Roll,"Asparagus, cucumber, bell pepper, carrot with avocado on top, spicy sauce. Vegetarian. Gluten free."
Totoro,Veggie Tempura Roll,"Deep fried asparagus, yam, zucchini, eel sauce. Vegetarian."
Totoro,Crispy Yasai Roll,"Deep-fries sweet tofu, pineapple, carrot, avocado with scallion on top and ponzu sauce, spicy sauce. Vegetarian."
Totoro,Cucumber,Gluten free
Totoro,Kampyo,None
Totoro,Sweet tofu,Gluten free.
Totoro,Baked Lobster Roll,"Special California roll (crab salad and avocado) with baked lobster on top, baked sauce, eel sauce."
Totoro,Baked Scallop Roll,"Special California roll (crab salad, avocado) with baked scallop on top, eel sauce, baked sauce."
Totoro,Black Dragon Roll,"Shrimp tempura, crab salad and avocado, with eel on top and eel sauce."
Totoro,Caterpillar Roll,"Spicy tuna, cucumber with avocado on top. Gluten free. Raw."
Totoro,Dancing With Wolves Roll,"Deep fried avocado, egg, crab stick and cream cheese, eel sauce, mussel sauce."
Totoro,Dream Roll,"Shrimp tempura, crab stick, cream cheese with crunch on top, eel sauce, spicy mayo."
Totoro,Fire Island Roll,"Crab stick, avocado, and spicy tuna with crunch on top and spicy mayo. Raw."
Totoro,Totoro Tower Roll,"Spicy tuna, tobiko and avocado on a tower of sushi rice, wasabi sauce, eel sauce, spicy mayo. Raw."
Totoro,Futo Maki Roll,"Kampyo, cucumber, crab stick, radish, gobo, tamago egg, and masago. Raw."
Totoro,Hawaiian Roll,"Avocado, pineapple and crab salad wrapped in cucumber."
Totoro,Heart Attack Roll,"Deep fried jalapeno stuffed with spicy tuna, cream cheese, cucumber, crunch, eel sauce, mussel sauce, spicy sauce."
Totoro,Hell Yeah Roll,"Shrimp tempura, crab salad, avocado, spicy tuna salad and crunch on top with eel sauce."
Totoro,Lucky Mountain Roll,"A mountain of deep fried egg, cream cheese, crab stick, avocado with scallion, masago, spicy mayo and eel sauce on top, with shredded deep fried yam on the side."
Totoro,Michigan Roll,"Special California roll crab salad, avocado with salmon and tobiko on top, wasabi sauce."
Totoro,New York Roll,"Tuna, salmon, yellowtail, tamago, shrimp, avocado, crab stick."
Totoro,Oishii Roll,"Tuna, cream cheese, shrimp tempura with spicy crab salad and masago on top, eel sauce."
Totoro,Popcorn Lobster Roll,"Special California roll (crab salad and avocado) with deep fried lobster on top, eel sauce, spicy sauce."
Totoro,Rainbow Roll,Special California roll with a variety of seasonal fish on top.
Totoro,Red Dragon Roll,"Special California roll crab salad, avocado with tuna on top, spicy mayo."
Totoro,Salmon on the Beach Roll,"Crab stick, cream cheese and avocado with cooked salmon on top, spicy sauce, mussel sauce."
Totoro,Salsa Roll,"Deep fried smoked salmon, cream cheese and sliced jalapeno spicy sauce and eel sauce on top."
Totoro,Samurai Roll,"Baked crab salad, octopus, squid, clam and masago on top of deep fried rice, spicy mayo, eel sauce."
Totoro,Snow Roll,"Marinated associated fished,shrimp tempura,crunch,seared white Tuna, jalapeno on top with spicy sauce"
Totoro,Spicy Shrimp Tempura Roll,"Shrimp tempura, crab salad and avocado, eel sauce, spicy mayo."
Totoro,Spider Roll,"Deep fried soft shell crab, crab salad, avocado and cucumber, eel sauce."
Totoro,Tokyo Roll,"Shrimp tempura, crab stick, avocado on top with eel sauce."
Totoro,U of M Roll,"Deep fried lobster, sea weed salad, cucumber, avocado, eel sauce."
Totoro,Volcano Roll,"Spicy tuna and cucumber with extra spicy tuna on top, spicy mayo, spicy sauce. Gluten free."
Totoro,Yam Yam Roll,"Semi deep fried tuna, salmon, crab stick, egg, eel and avocado, peanut sauce, eel sauce, spicy mayo."
Totoro,Yummy Roll,"Deep fried eel, crab stick, avocado, cucumber and cream cheese, eel sauce, mussel sauce."
Tomukun Noodle Bar,Asian BBQ Wings,Fried chicken wings with sweet and spicy Barbeque sauce or just salt and pepper.
Tomukun Noodle Bar,Tempura Shrimp Buns,"Deep fried crispy shrimp, spicy mayo slaw, cilantro, red onions, jalapenos and fresh lime."
Tomukun Noodle Bar,Okonomiyaki,"Japanese savory pancake with shrimp, squid, scallionsand onions. Topped with bacon, cheese, japanese mayo, okonomiyaki sauce, dry roasted seaweed and shaved dried bonito."
Tomukun Noodle Bar,Seafood Pancake,"Korean savory pancake with mixed seafood, scallions and onions. Served with a tangy garlic soy sauce."
Tomukun Noodle Bar,Summer Rolls,"Choice of chicken or shrimp, fresh crisp vegetables rolled in rice paper. Served with hoisin dipping sauce."
Tomukun Noodle Bar,Dumplings,"Pan-fried pork and vegetables dumplings, served with a sweet ginger soy sauce."
Tomukun Noodle Bar,Tako Yaki,"Fried octopus fritters topped with Japanese mayo, katsu sauce, bonito flakes and dry roasted seaweed."
Tomukun Noodle Bar,Edamame,Steamed soybeans with kosher salt.
Tomukun Noodle Bar,Tomukun Pork Buns,"Roasted pork belly, pickled vegetables and scallions, sandwiched in a steamed bun."
Tomukun Noodle Bar,Crispy Spring Rolls,"Two fried spring rolls with chicken, green onions, carrot and noodles served with our sweet Thai dipping sauce."
Tomukun Noodle Bar,Salt &amp; Pepper Calamari,"Crispy baby squid stir- fried with red bell peppers, red and white onions, jalapenos and fresh minced garlic. Seasoned with kosher salt, black and white pepper."
Tomukun Noodle Bar,Pho Deluxe,"Pho basic plus meatballs, crispy pork belly and fried garlic."
Tomukun Noodle Bar,Chicken Pho,"Aromatic chicken broth, pulled chicken, lime, cilantro, scallions and red onions."
Tomukun Noodle Bar,Pho Basic,"Thin rice noodles with sliced beef, cilantro, scallions and onions in an aromatic beef broth."
Tomukun Noodle Bar,House Pho,"Pho basic plus tripe, beef meatballs, oxtail, fried garlic and side of homemade chili oil."
Tomukun Noodle Bar,Kimchi Ramen,"Sauteed pork, vegetables, korean rice cake and kimchi in our spicy pork broth."
Tomukun Noodle Bar,Slow Roasted Spicy Beef Ramen,"Spicy noodle soup with tender marinated roast beef, roasted garlic, onions, scallions and bean sprouts. Topped with chili oil and black bean chili paste."
Tomukun Noodle Bar,Pho Ramen,"Roasted pork belly, bean sprouts, cilantro, scallions and fried garlic in a flavorful pho broth."
Tomukun Noodle Bar,Tomukun Ramen,"Roasted pork belly, spinach, bamboo shoots, scallions, naruto fish cake and egg in a rich pork broth."
Tomukun Noodle Bar,Duck Ramen,"Shredded roast duck with scallions, onions, spinach and asparagus in a rich pork broth."
Tomukun Noodle Bar,Spicy Beef Ramen,"Crispy beef with white onions, scallions and yu choi greens in our spicy pork broth."
Tomukun Noodle Bar,Spicy Seafood Ramen,"Mixed seafood: shrimp, scallops, mussels, squid and crabstick, cooked vegetables in a spicy pork broth."
Tomukun Noodle Bar,Spicy Chicken Ramen,"Crispy chicken with white onions, scallions and yu choi greens in our spicy pork broth."
Tomukun Noodle Bar,Creamy Pork Ramen,Pan fried pork and vegetables stirred with creamy coconut pork broth. Topped off with spicy ground pork.
Tomukun Noodle Bar,Butter Corn Ramen,"Crispy chicken, buttered sweet corn, bamboo shoots, scallions and white onions in a rich flavorful pork broth."
Tomukun Noodle Bar,Tempura Udon,"Bowl of udon with tempura flakes, wakame seaweed and crab stick. Served with aside of tempura shrimp and vegetables."
Tomukun Noodle Bar,Duck Udon,Roasted duck with shitake mushrooms and vegetables in a mild fish broth.
Tomukun Noodle Bar,Kitsune Udon,"Fried tofu, fish cake, shitake mushrooms and vegetables in a seaweed-fish broth."
Tomukun Noodle Bar,Curry Udon,Mild - medium spice Japanese curry with thinly sliced steak and hearty vegetables. Topped with tempura shrimp and Japanese pickles.
Tomukun Noodle Bar,Hiyashi Soba,"Cold buckwheat noodles, egg, crabstick, dry roasted seaweed, bonito fish flakes and crisp vegetables served in a refreshing, light dashi broth."
Tomukun Noodle Bar,Hiyashi Ramen,"Tossed ramen noodles in a refreshing soy garlic dressing with braised pork belly, crabstick, menma bamboo, scallions, egg and crisp vegetables."
Tomukun Noodle Bar,Bibimbop,"Korean rice bowl with chilled seasoned vegetables and marinated beef, topped with an over medium egg."
Tomukun Noodle Bar,Grilled Mackerel,"Served with rice, scallions, grated daikon radish and ginger. Side of ponzu sauce for dipping."
Tomukun Noodle Bar,Curry Rice,Beef and vegetables with tempura shrimp and Japanese pickles.
Tomukun Noodle Bar,Katsu &amp; Rice,"Choice of chicken or pork cutlet, panko breaded and deep - fried. Served with tonkatsu sauce, Japanese mayo, scallions and pickles."
Tomukun Noodle Bar,Kara - Age &amp; Rice,"Choice of fried chicken or beef, stir- fried in our sweet ginger soy sauce with onions and yuchoi greens."
Tomukun Noodle Bar,Pork Katsu,None
Tomukun Noodle Bar,Beef,None
Tomukun Noodle Bar,Chicken Katsu,None
Tomukun Noodle Bar,Chicken,None
Tomukun Noodle Bar,Chow - Fun Noodles,"Stir - fried chow fun rice noodles with vegetables tossed in a sweet ginger soy sauce. Choice of chicken, beef, or tofu."
Tomukun Noodle Bar,Yaki Lo Mein,"Sweet and spicy egg noodles stir - fried with vegetables and jalapeno. Your choice of chicken, beef or tofu."
Tomukun Noodle Bar,Green Curry Udon,"Thai green curry with coconut milk. Tossed with udon noodles, red bell peppers, zucchini, ginger, Thai basil and fried tilapia."
TK WU,A1. Egg Roll,None
TK WU,A2. Spring Roll,None
TK WU,A3. Wontons with Hot Sesame Sauce,None
TK WU,A4. Crab Rangoon,8 pieces.
TK WU,A5. Fried Tofu,None
TK WU,A6. Fried Dumplings,8 pieces.
TK WU,A6. Steamed Dumplings,8 pieces.
TK WU,A7. Scallion Pancake,None
TK WU,A8. Sesame Balls,8 pieces.
TK WU,A9. TK WU's Vegetables in Soothing Lettuce Wraps,Wok-seared vegetables served with cool lettuce wraps.
TK WU,A10. TK WU's Chicken in Soothing Lettuce Wraps,Quickly-cooked spiced chicken served with cool lettuce wraps.
TK WU,A11. TK WU's Shrimp in Soothing Lettuce Wraps,Quickly-cooked spiced shrimp served with cool lettuce wraps.
TK WU,P1. Egg Drop Soup,None
TK WU,P2. Wonton Soup,None
TK WU,P3. Hot and Sour Soup,Spicy.
TK WU,P4. House Special Soup for 2,Pint.
TK WU,P5. Seafood Soup for 2,Pint.
TK WU,P6. Vegetable Tofu Soup for 2,Pint.
TK WU,M1. Mu Shu Pork,None
TK WU,M2. Mu Shu Chicken,None
TK WU,M3. Mu Shu Beef,None
TK WU,M4. Mu Shu Shrimp,None
TK WU,M5. Mu Shu Vegetable,None
TK WU,T1. Beef Noodle Soup,None
TK WU,T2. Seafood Noodle Soup,None
TK WU,T3. Wonton Noodle Soup,None
TK WU,T4. Taiwanese Rice Noodles,None
TK WU,T5. Singapore Noodles,None
TK WU,T6. Beef with Wide Rice Noodles,None
TK WU,T7. Cha-Chun Noodle,None
TK WU,T8. Rice with Barbecue Pork,None
TK WU,T9. Rice with Roast Duck,None
TK WU,T10. Rice with Soy Sauce Chicken,None
TK WU,T11. Rice with Duck and Chicken,None
TK WU,T12. Rice with Beef Stew,None
TK WU,T13. TK WU Special Pork,None
TK WU,T14. Pork with Dry Bean Curd,None
TK WU,T15. Salt and Pepper Shrimp,Spicy.
TK WU,T16. Salt and Pepper Calamari,Spicy.
TK WU,T17. Salt and Pepper Fish,Spicy.
TK WU,T18. Salt and Pepper Pork Chop,Spicy.
TK WU,T19. Shrimp with Tofu,None
TK WU,T20. Black Mushroom with Tofu,None
TK WU,T21. Kung Pao Tofu,Spicy.
TK WU,T22. General Tao's Tofu,Spicy.
TK WU,T23. Eggplant with Garlic Sauce,Spicy.
TK WU,Q1. Chicken with Mushrooms,None
TK WU,Q2. Hunan Chicken,Spicy.
TK WU,Q3. Chicken with Broccoli,None
TK WU,Q4. Chicken with Cashew Nuts,None
TK WU,Q5. Chicken with Garlic Sauce,Spicy.
TK WU,Q6. Kung Pao Chicken,Spicy.
TK WU,Q7. Chicken with Vegetables,None
TK WU,Q8. Sweet and Sour Chicken,None
TK WU,Q9. Lemon Chicken,None
TK WU,Q10. Chicken and Shrimp Combo,Spicy.
TK WU,Q11. Almond Chicken,None
TK WU,Q12. Princess Chicken,Spicy.
TK WU,S1. Shrimp with Cashew Nuts,None
TK WU,S2. Sweet and Sour Shrimp,None
TK WU,S3. Shrimp and Broccoli,None
TK WU,S4. Shrimp with Lobster Sauce,None
TK WU,S5. Kung Pao Shrimp,Spicy.
TK WU,S6. Shrimp with Garlic Sauce,Spicy.
TK WU,S7. Kung Pao Shrimp,Spicy.
TK WU,K1. Mongolian Beef,None
TK WU,K2. Beef with Broccoli,None
TK WU,K3. Beef with Garlic Sauce,Spicy.
TK WU,K4. Szechuan Beef,Spicy.
TK WU,K5. Beef with Vegetables,None
TK WU,K6. Kung Pao Beef,Spicy.
TK WU,G1. Vegetables with Garlic Sauce,Spicy.
TK WU,G2. Mixed Vegetables with Tofu,None
TK WU,G3. Sauteed String Beans,None
TK WU,G4. Pea Tips with Garlic,None
TK WU,G5. Bai-Chew with Black Mushroom,None
TK WU,Pea Tips w/garlic,None
TK WU,R1. Vegetable Fried Rice,None
TK WU,R2. Chicken Fried Rice,None
TK WU,R3. Pork Fried Rice,None
TK WU,R4. Beef Fried Rice,None
TK WU,R5. Shrimp Fried Rice,None
TK WU,R6. Barbecue Pork Fried Rice,Pint.
TK WU,R7. House Special Fried Rice,Pint.
TK WU,R8. Young Chow Fried Rice,Pint.
TK WU,R9. Salted Fish Fried Rice,Pint.
TK WU,R9. Salted Chicken Fried Rice,Pint.
TK WU,D1. Vegetable Lo Mein,None
TK WU,D2. Chicken Lo Mein,None
TK WU,D3. Pork Lo Mein,None
TK WU,D4. Beef Lo Mein,None
TK WU,D5. Shrimp Lo Mein,None
TK WU,D6. House Special Lo Mein,None
TK WU,Y1. Congee with Pork,None
TK WU,Y2. Congee with Seafood,None
TK WU,Y3. Congee with Beef,None
TK WU,Y4. Congee with Fish Ball,None
TK WU,Y5. Congee with Shrimp Ball,None
TK WU,Y6. Congee with Meat and Peanuts,None
TK WU,L1. Mongolian Beef Special,Mouth-watering beef sauteed with onions in a spicy soy sauce. Served with choice of side.
TK WU,L2. Beef with Broccoli Special,Tender beef sauteed with broccoli and soy sauce. Served with choice of side.
TK WU,L3. Princess Chicken Special,Chunks of chicken served in our delicious spicy sauce. Served with choice of side.
TK WU,L4. Kung Pao Chicken Special,"Chicken sauteed with hot pepper sauce, topped with peanuts. Served with choice of side."
TK WU,L5. Sesame Chicken Special,Chunks of chicken served in our delicious sesame sauce. Served with choice of side.
TK WU,L6. Sweet and Sour Chicken Special,Deep-fried chunks of chicken served with green peppers and onions in a sweet and sour sauce. Served with choice of side.
TK WU,L7. Almond Chicken Special,Deep-fried boneless chicken with almonds and gravy. Served with choice of side.
TK WU,L8. General Tso's Chicken Special,Crisp chunks of boneless chicken in a hot and spicy pepper sauce. Served with choice of side.
TK WU,L9. Shrimp with Lobster Sauce Special,Fresh shrimp served in a delicious white sauce. Served with choice of side.
TK WU,L10. Sweet and Sour Shrimp Special,Fresh shrimp served with green peppers and onions in a sweet and sour sauce. Served with choice of side.
TK WU,L11. Hunan Shrimp Special,Fresh shrimp pan-fried with a delicious black bean sauce. Served with choice of side.
TK WU,L12. Vegetables with Garlic Sauce Special,Spicy. Freshly mixed vegetables with our unique garlic sauce. Served with choice of side.
TK WU,L13. Vegetable Delight Special,"A delicious mix of mushrooms, broccoli, carrots, bamboo shoots and celery. Served with choice of side."
TK WU,C1. Roast Duck,Whole tender duck with crispy brown barbecued skin prepared with our special sauce.
TK WU,C2. House Special Chicken (General Tso's Chicken),A mouth-watering dish made with large chunks of spring chicken lightly fried with scorched red peppers in our special tangy sauce.
TK WU,C3. Sesame Chicken,"A delicate and remarkable Hunan dish with chunks of tender chicken, fried in superb and exciting sesame sauce."
TK WU,C4. Jalapeno Chicken,Diced chicken stir-fried with jalapenos along with our special mix of hot spices.
TK WU,C5. Thousand Island Shrimp,Shrimp lightly fried in a creamy special sauce.
TK WU,C6. Triple Delight,"A splendid combination of beef, chicken, and shrimp balanced with a variety of fresh vegetables in our special sauce."
TK WU,C7. Happy Family,"Beef, chicken, shrimp and scallops, all mixed with assorted vegetables."
TK WU,C8. Gourmet Pan-Fried Noodles,Jumbo shrimp chicken and beef with mixed vegetables served on a bed of fried noodles.
TK WU,Chicken Steak with Chef Special Sauce,None
TK WU,Shrimp Eggplant with Tofu,None
TK WU,Seafood with Tofu,None
TK WU,Beef Stew,None
TK WU,Beef Steak with Chef Special Sauce,None
TK WU,TK Special Sauce with Ham Hog,None
TK WU,Peking Duck,None
TK WU,Salty Duck,None
TK WU,Roast Duck,None
TK WU,Beijing Sauce with Pork,None
TK WU,Green Bean,None
TK WU,Pai-Chew with Special Mushroom,None
TK WU,Pai-Chew with Beef,None
TK WU,Baby Bamboo with Pork,None
TK WU,Chinese Eggplant,None
TK WU,Pea Tips with Garlic,None
TK WU,King Oyster Mushroom with Seafood,None
TK WU,TK Chef Special,None
TK WU,Chinese Style Cha-Chun Noodle,None
TK WU,Beef with Picked Pepper,None
TK WU,Ma-La Sauce with Pork Tripe,None
TK WU,Smoothies Egg with Shrimp,None
TK WU,Chinese Broccoli,None
TK WU,Pine Nuts with Chicken,None
TK WU,Sweet and Sour Pork Chop,None
TK WU,Salt and Pepper Pork Chop,None
TK WU,Pork Ribs with Chef's Special Sauce,None
TK WU,Double Cooked Pork,None
TK WU,Pork Tripe with Pickled Mustard,None
TK WU,Stewed Pork Intestine,None
TK WU,Intestine with Pickled Mustard,None
TK WU,Stewed Chinese Meat Ball,None
TK WU,Turnip Beef Tendon,None
TK WU,Jalapeno Beef,None
TK WU,Jalapeno Chicken,None
TK WU,Jalapeno Shrimp,None
TK WU,Salt Pepper Shrimp,None
TK WU,Salt Pepper Calamari,None
TK WU,Salt Pepper Chicken,None
TK WU,Salt Pepper Tofu,None
TK WU,House Tofu,None
TK WU,TK WU Special Tofu,None
TK WU,Ma-Po Tofu,None
TK WU,Steam Fish,None
TK WU,Boiled Fish with Ma-La Sauce,None
TK WU,Pickled Fish with Ma-La Sauce,None
TK WU,Shrimp and Chicken Soup,None
TK WU,Corn with Chicken Soup,None
TK WU,Hot and Sour Potato Shredded,None
Tios,Campechano Tostadas,"Crispy pork belly, house made chorizo, guacamole, pickled red onion and queso fresco on a corn tortilla."
Tios,Queso Dip,Add Chorizo $2Add Chili $1.5Add Refried Bean $1
Tios,Guacamole,None
Tios,Chips and Salsa,None
Tios,Nachos,"Chips covered with melted cheese and your choice of beef, chicken, chorizo, carnitas or mushrooms."
Tios,Taco Salad,"Iceberg, cheese, tomato, onion, green pepper and black olive on a bed of crushed tortilla chips. Select your meat or vegetarian topping."
Tios,Fajita Chicken Salad,"Mixed spring greens, tomato, onion, green pepper, cucumber, crispy tortilla strips and grilled fajita chicken."
Tios,Black and Bleu Cobb,"Steak, bacon, bleu cheese, tomato, onion, avocado, hard boiled egg, cilantro and romaine."
Tios,Side Salads,"Corn and black bean, tossed salad or cucumber and tomato."
Tios,Chili Soup,None
Tios,Chicken Tortilla Soup,None
Tios,Nacho Grande,"Refried beans, cheese, tomato, onion, green pepper, black olive, sour cream and guacamole."
Tios,Burrito,"12"" flour tortilla with refried beans, Spanish rice, cheese, tomato, onion and sour cream."
Tios,Wet Burrito,"12"" flour tortilla with refried beans, Spanish rice, cheese, tomato and onion smothered in a mild ranchera sauce, melted cheese and sour cream."
Tios,Chimichanga,"Deep fried 12"" flour tortilla with refried beans, Spanish rice, cheese, onion and sour cream."
Tios,Enchiladas,"Three corn tortillas, cheese and onion smothered in a mild ranchera sauce, melted cheese and sour cream. Choose beef, chicken, chorizo, carnitas or mushroom."
Tios,Huevos Rancheros,"2 fried flour tortillas, refried beans and 2 eggs cooked any way you like. Smothered in a mild ranchera sauce and cheese."
Tios,Chilaquiles Rojos,"Fired corn chips tossed in a mild garlic chipotle sauce, onions, cilantro, Cotija cheese ans sour cream. Choose beef, chicken, chorizo, carnitas, mushroom or 2 eggs."
Tios,Quesadilla,"Grilled 10"" flour tortillas with cheese, tomato, onion and sour cream."
Tios,Mexican Pizza,"Refried beans, cheese, tomato, onion, green pepper, black olive, sour cream and guacamole on a fried flour tortilla. Choose between beef, chicken, chorizo, carnitas or mushroom."
Tios,Fajitas,None
Tios,1/2 and 1/2 Fajita,"Choice of 2 fajita. 3 flour tortillas, lettuce, tomato, onion, sour cream, guacamole and Spanish rice."
Tios,Seared Scallop Tamale,Seared bay scallops and lobster in a white wine cream sauce over a yellow corn tamale. Cucumber tomato salad
Tios,Chiles Rellenos,2 poblano peppers roasted and stuffed bleu cheese coleslaw and cornbread.
Tios,Green Mole Shrimp,Grilled shrimp in a toasted almond and pumpkin seed pipian sauce. Served over rice. Seasonal vegetable
